zcta,HouseCount,HouseMedianIncome,IncomeUnder25K,IncomeOver100K,JobCount,latitude,longitude
68462,1456,85104,10.8,33.2,278,40.952129,-96.519659
68463,616,59375,17.5,20.6,84,40.875803,-96.129031
68464,234,56250,21.4,11.2,20,40.428661,-97.207025
68465,859,56950,16.8,19.2,94,40.486338,-97.022227
68466,779,42697,25.2,7.1,82,40.066854,-96.642831
68467,3824,55152,26.2,16.5,738,40.866364,-97.595637
68502,11529,49430,26.4,15.2,2400,40.78581,-96.698002
68503,6120,33503,37.5,8.0,860,40.82458,-96.674023
68504,7734,37784,29.9,8.7,1104,40.854478,-96.660184
68505,7109,54048,18.7,16.0,840,40.824839,-96.619262
68506,12960,55255,17.2,18.4,1580,40.782833,-96.639271
68507,6060,53496,18.6,18.5,1528,40.858885,-96.614848
68508,4812,20018,56.5,3.6,7848,40.818272,-96.703937
68510,9193,50843,21.5,17.0,1562,40.806237,-96.635703
68512,5240,74200,10.6,23.8,1844,40.738801,-96.707513
68514,75,151088,0,123.1,26,40.921983,-96.653141
68516,16687,79824,11.7,32.8,2620,40.735276,-96.64279
68517,133,144917,0,94.3,60,40.936247,-96.61502
68520,618,108750,2.4,44.0,72,40.799995,-96.552282
68521,13169,53833,19.6,18.6,1294,40.868211,-96.70556
68522,4322,65337,13.1,27.3,364,40.787163,-96.764222
68523,505,99635,5.3,39.5,100,40.734977,-96.758257
68524,2021,60932,15.4,18.8,138,40.906992,-96.787368
68526,2262,111296,6.3,44.9,324,40.729972,-96.582067
68527,299,133542,2,70.4,54,40.847114,-96.524224
68528,2545,60960,20.7,18.2,360,40.820768,-96.830054
68531,36,71058,0,25.3,8,40.90143,-96.723226
68532,236,96875,5.9,43.0,22,40.792052,-96.842655
68601,11192,58627,19.4,16.0,3492,41.454172,-97.398706
68620,1128,55200,20.1,21.9,262,41.744793,-98.076696
68621,262,61806,3.1,13.4,4,41.492162,-96.639488
68622,164,57083,16.4,13.1,24,41.934793,-98.62272
68623,109,35729,42.2,10.7,12,41.441473,-98.151971
68624,373,62533,18.7,15.2,28,41.345613,-97.229358
68626,291,53125,22.7,18.2,28,41.169497,-96.992008
68627,306,55208,23.9,10.9,32,41.55901,-98.174381
68628,325,51150,19.1,13.8,50,41.22762,-97.836915
68629,585,49340,18.4,14.5,88,41.719653,-97.132617
68631,171,37083,29.3,18.0,42,41.691866,-97.342867
68632,1626,50208,19.3,14.4,270,41.246154,-97.131657
68633,502,49392,13.2,14.4,74,41.706202,-96.896404
68634,189,51875,23.8,22.7,18,41.389898,-97.493069
68635,197,75972,20.9,38.6,12,41.083416,-97.015909
68636,588,55238,24.3,16.7,106,42.009224,-98.152606
68637,150,46500,17.3,12.1,18,41.815455,-98.644164
68638,794,43611,33.6,12.7,118,41.375492,-97.992939
68640,621,50125,23.0,17.0,78,41.460369,-97.785881
68641,460,61029,15.0,23.0,86,41.73567,-97.015265
68642,718,59714,13.9,21.0,122,41.689215,-97.513932
68643,469,65972,14.0,22.7,48,41.705976,-97.263334
68644,268,61250,21.6,24.3,36,41.704257,-97.670015
68647,270,60000,14.4,26.4,40,41.518774,-97.62834
68648,155,89432,18.0,48.3,22,41.400719,-96.800326
68649,803,73750,14.8,30.0,112,41.505048,-96.785365
68651,555,61838,13.9,24.2,102,41.228224,-97.570129
68652,276,48929,15.9,17.7,52,41.861674,-98.044521
68653,267,51313,28.1,20.1,50,41.558235,-97.485954
68654,213,60139,14.1,18.9,22,41.067034,-97.779138
68655,69,72569,13.0,25.3,8,41.655561,-98.242514
68658,319,57344,15.4,26.8,26,41.197764,-97.281005
68659,64,46250,12.5,31.0,8,41.545943,-96.935406
68660,515,53272,22.7,15.1,52,41.572817,-97.869571
68661,2282,54730,14.3,15.1,310,41.492505,-97.088623
68662,515,65417,20.4,21.1,52,41.210704,-97.417564
68663,318,42273,28.0,8.5,28,41.319169,-97.685135
68664,165,41125,22.4,14.1,26,41.704011,-96.786542
68665,378,54750,24.9,18.7,62,41.769883,-98.392246
68666,587,63661,14.9,23.8,116,41.110595,-97.611211
68667,60,56500,11.6,62.7,4,41.10978,-97.304742
68669,173,51146,12.7,15.7,22,41.079231,-97.236898
68701,12537,49622,24.7,14.6,7200,42.019825,-97.442556
68710,311,53250,16.0,16.8,28,42.441865,-96.859268
68711,126,-,14.3,59.8,2,42.194967,-99.039009
68713,963,51660,14.8,14.8,228,42.54015,-98.959566
68714,566,53000,14.4,17.6,94,42.430669,-99.493546
68715,600,75313,16.6,23.5,72,41.963891,-97.609897
68716,429,47679,23.1,15.4,64,41.927041,-96.822664
68717,85,67875,15.4,28.6,10,42.38335,-97.222448
68718,763,47875,23.4,11.4,130,42.669933,-97.692085
68719,54,48750,27.9,19,6,42.954456,-98.560153
68720,116,55833,31.0,22.1,18,42.344997,-98.01466
68722,240,54667,29.3,18.5,30,42.929935,-98.869016
68723,203,60313,19.2,25.3,18,42.282752,-97.20824
68724,58,41000,13.8,28.4,10,42.638006,-97.894006
68725,223,55179,18.4,20.9,16,42.197414,-98.777902
68726,279,44234,22.2,5.8,46,42.184661,-98.21011
68727,311,65625,17.4,21.2,40,42.515296,-97.202478
68728,103,43125,27.2,16.2,8,42.375131,-96.94712
68729,844,51452,17.7,16.8,118,42.471872,-97.905075
68730,772,59559,18.7,19.1,92,42.767263,-97.534632
68731,993,69464,14.6,27.9,108,42.404578,-96.472928
68732,110,53056,19.1,33.0,12,42.493826,-96.978733
68733,550,56818,23.7,19.8,34,42.285129,-96.725139
68734,34,75000,5.9,39.9,14,42.458508,-98.803963
68735,366,49907,17.0,7.8,54,42.13952,-98.466036
68736,206,55250,17.0,16.8,30,42.73537,-97.367806
68739,1204,61429,20.7,19.9,276,42.625997,-97.269952
68740,412,78333,5.6,25.0,16,42.152347,-97.29617
68741,303,68594,17.6,30.0,22,42.343022,-96.594478
68742,67,33125,35.8,35.9,4,42.352415,-98.529412
68743,223,78125,8.9,34.1,40,42.457419,-96.624457
68745,666,51855,23.3,21.7,116,42.456197,-97.083883
68746,197,38036,29.9,18.8,24,42.809636,-98.437442
68747,63,55972,23.8,26.7,8,42.391145,-97.496125
68748,1014,52714,20.2,14.7,166,41.836996,-97.474624
68749,28,46250,17.8,11.5,6,42.453088,-97.475351
68751,29,45938,6.9,67.3,4,42.690454,-96.980916
68752,342,60000,16.9,21.3,18,42.028776,-97.723726
68755,125,63750,13.6,24.3,6,42.926512,-99.130016
68756,819,44188,29.0,13.6,192,42.183568,-97.980286
68757,322,47000,28.5,10.6,20,42.65328,-96.927927
68758,564,48077,27.0,17.9,64,41.792434,-97.785946
68760,526,32372,37.1,8.9,30,42.80628,-98.302684
68761,149,42813,32.2,8.8,12,42.049904,-97.96205
68763,2087,51990,23.8,15.9,442,42.501043,-98.608208
68764,367,47011,22.6,9.9,50,42.404882,-98.23167
68765,567,53125,22.2,13.0,100,42.3423,-97.613711
68766,230,51389,33.1,23.6,14,42.433234,-98.403063
68767,1266,62353,10.8,21.8,174,42.199248,-97.553627
68768,239,46964,20.9,20.4,30,41.995221,-97.066425
68769,809,47102,27.1,14.8,136,42.325158,-97.811327
68770,606,51667,22.1,19.9,70,42.561623,-96.764827
68771,617,50750,16.8,20.5,84,42.395624,-97.359991
68773,64,78036,18.8,37.2,10,42.362211,-98.119232
68774,105,59750,16.2,13.7,12,42.812222,-97.274892
68776,5308,50489,27.3,13.2,650,42.467422,-96.44705
68777,334,43182,32.4,15.7,80,42.860842,-98.688027
68778,247,50313,12.9,16.6,44,42.853013,-99.798484
68779,1048,55500,16.4,21.8,112,41.955816,-97.198977
68780,466,58289,20.4,8.7,84,42.632961,-99.12819
68781,620,50242,19.9,15.8,74,42.025745,-97.863783
68783,408,40417,33.8,11.2,62,42.618474,-98.159234
68784,726,64375,10.6,14.0,72,42.257167,-96.891367
68785,102,108333,13.7,50.5,8,42.426528,-96.724096
68786,450,62500,13.6,16.8,76,42.50156,-97.557442
68787,2406,48318,27.3,16.8,396,42.213826,-97.030949
68788,1998,46855,20.4,16.3,394,41.839631,-96.721283
68789,66,-,25.8,37.8,6,42.543523,-97.97032
68790,354,65294,13.0,23.6,22,42.156671,-97.181822
68791,761,48934,14.0,20.6,170,41.988425,-96.984375
68792,171,62768,18.7,8.3,22,42.742919,-97.108243
68801,10884,50727,21.5,13.7,3220,40.947636,-98.292083
68803,9580,57112,23.9,20.1,1816,40.956077,-98.414575
68810,357,46719,26.9,8.1,72,40.85527,-98.463682
68812,247,64844,12.5,21.2,22,40.887782,-99.283842
68813,222,68000,18.1,19.4,18,41.699113,-99.85639
68814,400,51094,17.8,14.1,60,41.316486,-99.412938
68815,279,38607,20.1,13.4,42,41.418284,-99.14399
68816,113,53417,17.7,16.2,12,41.177383,-98.132949
68817,150,36458,24.6,15.8,22,41.26748,-98.793822
68818,2207,63665,16.3,24.4,406,40.817854,-98.005876
68820,185,46750,21.1,18.3,16,41.112899,-98.701416
68821,37,41875,13.5,38.2,4,42.007491,-99.762704
68822,2082,49922,21.6,17.8,480,41.380918,-99.631719
68823,997,48151,25.0,15.6,198,41.956564,-99.155956
68824,503,72279,16.9,24.3,62,40.994135,-98.597716
68825,449,46318,20.3,9.3,54,41.264062,-99.968062
68826,1616,53104,18.0,16.4,268,41.163588,-98.016399
68827,278,65000,16.2,16.8,42,41.042659,-98.181454
68828,113,64063,16,29.7,4,41.549671,-99.237336
68831,303,65750,16.2,16.1,36,41.108676,-98.554699
68832,800,75682,12.2,27.9,114,40.763307,-98.369186
68833,182,52000,9.9,18.0,6,41.830194,-100.152082
68834,69,41607,21.6,29.1,8,41.031636,-99.658893
68835,238,59500,16.0,16.5,24,41.331899,-98.61724
68836,628,62554,14.4,18.6,124,40.709811,-99.373986
68837,77,70688,9.1,34.3,6,41.659795,-99.076614
68838,125,61750,18.4,21.1,14,41.212162,-98.662361
68840,1165,57466,17.0,16.3,124,40.759666,-98.877542
68841,243,63281,15.2,20.6,36,40.758828,-98.171175
68842,243,48125,25.1,20.4,26,41.567553,-98.500538
68843,317,61250,10.0,19.4,76,40.905251,-97.890768
68844,92,45625,7.6,22.7,16,41.053759,-99.063394
68845,7882,56295,20.0,22.2,754,40.720753,-99.164783
68846,131,67917,18.3,26.3,16,41.068251,-97.895188
68847,7051,52777,22.6,17.5,3832,40.76003,-99.017084
68849,0,-,0,0,10,40.700703,-99.109416
68850,4196,51355,20.5,13.8,614,40.826405,-99.739779
68852,251,56964,17.9,8.8,26,41.161301,-99.124626
68853,703,47216,25.6,14.2,108,41.294283,-98.99183
68854,354,50345,6.7,15.2,38,41.009922,-98.002428
68855,194,46250,24.2,14.4,14,41.169365,-99.325507
68856,260,51250,21.6,11.8,32,41.544165,-99.7685
68858,126,52500,34.1,14.8,12,40.965845,-99.37754
68859,296,47143,36.8,8.6,32,41.474517,-98.825464
68860,146,48500,24.6,9.1,14,41.13393,-99.795328
68861,36,-,25,45.3,6,40.702356,-99.258817
68862,1313,50990,27.2,17.9,296,41.599956,-98.936456
68863,456,52188,21.4,20.5,56,40.766301,-99.532137
68864,458,60395,14.7,23.9,52,41.26363,-98.235239
68865,367,84375,13.1,34.9,42,40.896549,-98.178659
68866,371,56635,11.3,24.2,64,40.976946,-99.124408
68869,880,48571,19.4,17.2,136,40.996135,-98.884197
68870,209,69375,8.1,25.5,20,40.853989,-99.167086
68871,102,55000,15.7,7.4,4,41.140917,-98.852753
68872,311,51875,15.8,19.3,22,41.094857,-98.334
68873,1474,54153,20.6,20.3,214,41.240069,-98.453879
68874,425,34375,33.9,11.7,40,41.644123,-99.418929
68875,286,45769,17.0,16.9,36,41.563132,-98.670522
68876,628,55385,26.2,15.6,80,40.818433,-98.755243
68878,164,52500,23.1,13.3,18,40.982333,-99.517885
68879,161,56563,19.2,21.3,16,41.903183,-99.509852
68881,19,41625,0,53.4,4,41.438428,-99.351889
68882,170,37037,28.2,4.1,10,41.435696,-98.391066
68883,977,56691,12.3,21.5,130,40.808239,-98.597294
68901,10594,48889,24.7,14.4,3516,40.59161,-98.372728
