id,state,county,rate
46229,10812,46946,24.1
46231,3484,62390,10.5
46234,10203,71395,8.4
46235,11904,36328,35.9
46236,10416,81822,13.7
46237,14815,63388,14.4
46239,9580,72207,9.9
46240,9321,57917,21.6
46241,10888,36090,33.7
46250,9278,54944,13.7
46254,15067,43721,25.3
46256,10271,66488,16.5
46259,3636,103716,6.7
46260,13054,46760,24.6
46268,10830,47813,25.7
46278,2850,110750,7.4
46280,3220,60984,14.3
46290,114,"250,000+",13.2
46301,329,75417,21.6
46303,4924,69630,14
46304,9328,74790,11.4
46307,22811,77381,11.1
46310,5020,55217,14.1
46311,7875,79963,10
46312,10256,30205,42.4
46319,7062,57585,18.6
46320,5150,30353,44.6
46321,8756,78251,11.3
46322,9533,62345,15.2
46323,8062,48285,24.3
46324,8459,45930,23.6
46327,3782,43926,30.2
46340,376,66071,9.1
46341,3781,65828,16.7
46342,11691,58342,15.4
46345,66,60000,6
46346,498,33828,29.1
46347,1822,73906,14.7
46348,452,51667,11.6
46349,1232,61159,18.2
46350,17224,51134,23.5
46356,6345,71620,13
46360,17753,42642,27.8
46365,370,45000,22.7
46366,2167,42238,32.3
46368,15131,55583,24
46371,1308,75845,17.5
46373,5328,103550,8
46374,337,57361,10.4
46375,9345,71819,12.2
46376,109,45625,12
46377,136,-,37.5
46381,72,33750,18.1
46382,716,75625,11
46383,15671,59692,19.4
46385,14566,76298,13.3
46390,1197,72163,7.9
46391,2158,63409,15.8
46392,2904,56534,18.2
46393,117,59961,6
46394,4675,52147,21.1
46402,2607,19028,55.3
46403,5707,37688,36.8
46404,6981,30305,42
46405,3863,43321,24
46406,3799,30554,42.1
46407,4848,21209,56.8
46408,6338,33606,38.9
46409,2887,29271,46.5
46410,15520,54319,19.7
46501,1264,52500,19.9
46502,9,-,0
46504,1385,55977,18.3
46506,3455,54904,18.6
46507,3396,68275,13.4
46508,64,36250,36
46510,1537,54564,17.7
46511,1669,44137,22.8
46514,16377,51019,20.3
46516,11715,42280,29
46517,8567,47546,27.7
46524,729,58365,15.7
46526,11637,52261,21.2
46528,8540,60695,12.9
46530,10580,97098,9.7
46531,580,50500,20.8
46532,736,57500,15.8
46534,4292,44363,24.9
46536,1249,53693,18.7
46537,219,59306,6.8
46538,1462,70058,13.3
46539,943,48281,27
46540,3576,70660,8.8
46542,1423,55496,20.3
46543,904,71029,13.3
46544,12620,44381,24.9
46545,10841,41048,28.6
46550,4326,56319,18
46552,2527,59292,16.6
46553,1216,58393,8.4
46554,2072,53480,25.1
46555,1253,50570,12.5
46556,239,22679,58.1
46561,4438,73722,14.3
46562,1949,53125,17
46563,8913,50208,22.6
46565,2418,65116,10.5
46567,3775,56563,15.9
46570,357,51625,21.5
46571,1359,57566,15.3
46573,1390,57452,13.1
46574,3482,53913,20.8
46580,8398,55056,19
46582,5118,63333,13.9
46590,1777,60456,16.8
46595,55,36641,18.2
46601,2365,18054,61.1
46613,3588,36758,36
46614,12372,51012,22.6
46615,5766,40000,32.4
46616,2239,36589,33
46617,3739,55162,20.4
46619,7507,38683,31
46628,9892,42292,29.5
46635,2596,48125,29.1
46637,6273,53065,20.7
46701,3247,54531,21.1
46702,939,54152,26.2
46703,7005,49493,19.3
46704,12,-,41.7
46705,665,50114,22.7
46706,7444,52899,17.1
46710,1632,60274,15.4
46711,2514,47241,25
46714,5907,45769,22.1
46721,1774,57326,13
46723,3080,59167,16
46725,9274,56953,15.7
46730,479,57250,21.1
46731,221,45947,32.1
46732,1128,54621,24.3
46733,7663,49708,25.7
46737,3217,58919,15.7
46738,3167,42876,22.9
46740,1316,41985,25.8
46741,1505,51967,17
46742,1366,61167,16.6
46743,727,59129,11.4
46745,800,55484,8.4
46746,1786,53375,22.7
46747,1143,51028,15.3
46748,1819,78625,11.9
46750,10521,47920,21.9
46755,6127,46367,28.5
46759,162,36739,34.6
46760,528,50250,16.7
46761,3810,52854,16.5
46763,750,56735,15.1
46764,519,61587,9.7
46765,1808,90692,5.1
46766,360,56574,17.8
46767,2747,52610,15.5
46770,1148,64038,16.9
46771,0,-,0
46772,808,54300,14.4
46773,1248,58281,12.7
46774,6115,53976,17.1
46776,618,54271,13.8
46777,2370,66087,13.8
46779,809,56122,14.2
46781,293,54205,14.3
46783,2416,77989,10
46784,874,63750,20.5
46785,455,64732,12.3
46786,33,-,100
46787,1485,51844,17.1
46788,1154,61528,12.8
46791,378,64239,9.2
46792,1547,54283,19.2
46793,1608,56290,16.6
46794,703,49074,21.2
46795,2342,61881,13
46797,1454,65644,12.9
46798,629,59432,10.2
46799,99,37292,18.2
46802,4535,31340,41
46803,3480,20837,59.2
46804,11978,66358,12.5
46805,9149,38350,32.9
46806,8732,27449,42.2
46807,6453,45659,25.4
46808,8162,39528,27.5
46809,4045,36541,28.5
46814,4235,108638,9.2
46815,10642,55073,18
46816,7406,34989,35.9
46818,7649,58330,14.8
46819,3996,47275,20
46825,12161,52148,18.9
46835,14104,60287,15.1
46845,7929,88584,7.2
46901,16125,43815,28
46902,15765,48332,24.4
46910,1136,54138,21.5
46911,523,62120,11.7
46913,438,65833,4.5
46914,507,54875,25.5
46915,250,57500,18
46917,696,48103,25.8
46919,987,54583,26.8
46920,437,61761,16.2
46922,9,-,0
46923,3194,52353,18.5
46926,683,53203,18.5
46928,1781,47396,21.2
46929,1131,55329,23.9
46930,27,47917,14.8
46931,80,36667,31.4
46932,1413,51927,16.2
46933,2590,44053,25.8
46936,2272,64926,13.4
46938,1216,47000,20.7
46939,800,41087,22.9
46940,1032,61912,16.8
46941,417,46250,21.6
46943,91,-,15.4
46946,29,-,72.4
46947,10730,42191,26.8
46950,278,50375,14.4
46951,733,50139,20.2
46952,8229,44230,26.4
46953,8470,33025,34.5
46957,239,39821,30.5
46958,273,49570,25.6
46959,261,-,53.3
46960,429,49594,12.8
46961,91,31743,20.9
46962,3609,49293,24.4
46967,53,29583,32.1
46970,8687,42829,28.8
46974,652,60167,18.1
46975,5697,47698,24.9
46978,828,51824,18.4
46979,1781,72250,12.4
46982,903,47633,26.6
46984,114,-,8.8
46985,630,48971,17.3
46986,690,43333,23.1
46987,382,56154,13.6
46988,366,48600,13.4
46989,1354,61800,18.7
46990,245,61339,2.9
46991,704,59861,16.9
46992,6949,48068,24
46994,1078,47333,15.5
46996,2756,44028,27.1
47001,4084,54277,20
47003,445,31734,35.4
47006,4476,58872,17.8
47010,148,-,51.4
47011,225,56750,12.4
47012,4059,52177,19.8
47016,291,71250,8.9
47017,174,71500,14.4
47018,1665,64471,16.1
47020,405,52163,26.4
47022,1136,69470,9.4
47023,544,52857,19.9
47024,1151,51480,23.6
47025,8546,62721,18
47030,725,56612,13.1
47031,2111,55088,15
47032,1101,56935,13.7
47034,51,46750,19.6
47035,159,-,68.6
47036,338,74375,7.4
47037,1701,47335,21.7
47038,653,36620,35.9
47040,2223,51607,20.1
47041,2374,61563,12.4
47042,1789,53931,23.3
47043,2432,41632,27
47060,2367,72580,14.9
47102,2756,40724,29.7
47106,1696,62963,15
47108,859,41875,28.8
47110,163,61583,17.2
47111,5571,57352,19.6
47112,6477,55806,21.2
47114,133,46583,13.6
47115,927,40701,33.3
47116,241,47625,23.6
47117,1564,59628,18
47118,1255,38438,39.3
47119,4081,87674,11.5
47120,363,-,32
47122,3616,76235,10.6
47123,37,-,21.6
47124,1455,75404,5.5
47125,630,49500,25.6
47126,1548,66351,13.4
47129,8239,40991,28.9
47130,17810,51738,19.9
47135,450,58854,12.2
47136,1540,68942,11.3
47137,550,38553,31.6
47138,1881,57964,9.5
47140,1007,39570,33.7
47141,543,48698,21.3
47142,384,52868,14.3
47143,1004,70208,9
47145,725,47841,21.8
47147,362,54167,20.8
47150,19296,48737,25.5
47160,18,-,66.7
47161,1241,58819,23.1
47162,322,36154,45.4
47163,714,61875,21.2
47164,1581,36528,35.3
47165,2284,55982,19.4
47166,516,41750,23.2
47167,5713,44124,24.1
47170,5395,51402,20.2
47172,6277,76363,11.3
47175,373,32108,31.6
47177,442,51111,30.3
47201,17518,55259,19.1
47203,10394,60791,18.5
47220,1954,53346,26.2
47223,573,52829,22
47224,203,44009,16.7
47227,811,54745,16.7
47229,1125,51483,19.9
47230,612,49125,14.5
47231,409,42309,25.2
47232,1071,58063,17
47234,580,65179,8.5
47235,561,53083,28.7
47240,8430,53249,17.8
47243,2089,49638,18.1
47244,277,46813,29.9
47246,1608,59804,17.6
47247,64,55000,25
47250,9019,49736,23.4
47260,646,37198,32.5
47263,77,46563,18.2
47264,526,52750,17.1
47265,7855,46149,23.2
47270,216,57417,19
47272,828,48571,21.1
47273,618,48333,18.8
47274,11825,49147,22.4
47280,305,82829,11.8
47281,534,68000,15.4
47282,166,43000,28.9
47283,1299,48393,21.6
47302,11410,32250,38.1
47303,10312,31865,40.1
47304,13396,51964,23.8
47305,1747,23634,51.3
47306,3,-,100
47320,1643,52250,25.1
47324,63,30625,44.5
47325,232,63452,19.3
47326,637,48875,21.8
47327,1777,41065,26.6
47330,2176,52821,22.9
47331,9123,40738,30.3
47334,1309,56212,19.3
47335,321,30938,44.3
47336,1354,37724,31.1
47337,59,46250,25.5
47338,1106,49405,24.7
47339,233,47679,27.5
47340,1174,52063,17.5
47341,829,53365,21.5
47342,1125,52572,19.2
47344,42,31250,40.5
47345,491,59271,16.2
47346,1471,50082,16.9
47348,3923,41376,25
47351,150,51429,27.4
47352,374,47045,19
47353,2149,47150,20.3
47354,488,42500,27
47355,1159,43917,28.1
47356,2243,52996,23.1
47357,407,50893,27.8
47358,377,45917,21
47359,1309,40888,24.1
47360,510,45952,25.1
47361,87,55208,12.6
47362,10896,43265,27.6
47367,13,-,0
47368,1302,51488,18.6
47369,565,43750,19.6
47371,4898,45605,27.9
47373,981,41875,25.6
47374,18343,39038,32
47380,701,45335,21.5
47381,72,27000,33.4
47382,90,38250,37.8
47383,1103,57292,15.8
47384,660,53088,21.4
47385,614,57000,18.3
47386,546,61875,18.9
47387,254,47115,23.3
47388,119,44583,26.9
47390,2139,36706,33.5
47393,531,67723,19.9
47394,3358,46366,24.5
47396,2793,55953,19
47401,17513,52366,27.6
47403,13995,49891,22.5
47404,9616,37464,36.6
47405,3,-,0
47406,0,-,0
47408,9058,29981,44.9
47420,149,69125,29.5
47421,11061,47011,24
47424,3578,52573,22.4
47427,299,54732,9.1
47429,3530,57900,20.4
47431,504,44943,16.1
47432,1978,40130,28.1
47433,1686,58575,13.1
47434,0,-,0
47436,642,51375,15.2
47437,52,-,32.7
47438,1632,46172,21.5
47441,3850,48111,27.6
47443,435,47266,29.6
47446,4292,51677,22.7
47448,3010,53616,20.9
47449,104,47500,35.6
47451,483,43194,30
47452,1863,53079,24.2
47453,236,58214,19.5
47454,2982,38350,29.9
47456,592,53264,16.2
47457,54,52778,0
47458,8,-,0
47459,1438,53500,16
47460,4507,50649,25.1
47462,1570,64444,13.2
47464,79,34688,41.8
47465,283,49550,23.3
47467,23,-,0
47468,563,56319,16.1
47469,677,35938,30.6
47470,727,46046,24.5
47471,995,50592,27.1
47501,6831,44903,27.9
47512,1570,42627,33.2
47513,920,53571,21.8
47514,102,49022,0
47515,410,67500,19.7
47516,440,66875,16
47519,227,93219,7.6
47520,1273,38319,36.1
47521,255,77991,4.7
47522,102,55577,18.6
47523,1256,51019,24.7
47524,177,66250,21.5
47525,186,38750,31.2
47527,660,56154,18.3
47528,188,42321,30.4
47529,458,38468,23.1
47531,340,42228,22.9
47532,1758,67737,19.2
47535,243,46607,16.4
47536,0,-,0
47537,366,76310,8.8
47541,491,65938,21.2
47542,3697,53404,20.3
47546,8536,57211,19.1
47550,255,82583,2.7
47551,332,59375,23.5
47552,113,-,0
47553,3131,52351,21.9
47557,677,54549,10.6
47558,1339,57461,5.7
47561,642,47500,25.5
47562,1571,47934,27.2
47564,618,48895,20.8
47567,2456,52982,18.6
47568,296,38387,30
47575,447,66971,13
47576,123,69107,0
47577,489,62768,21.2
47578,365,53155,11.8
47579,1038,70804,13.2
47580,119,80673,10.9
47581,1687,48176,23.4
47584,74,42500,21.6
47585,190,51111,17.3
47586,4542,49231,23
47588,235,40750,28.2
47590,249,36094,30.9
47591,10396,43636,27.3
47596,35,-,42.9
47597,354,53636,18.6
47598,1296,46563,21.7
47601,5704,53500,19.3
47610,2020,53375,18.2
47611,488,70179,16.6
47612,316,51842,19.9
47613,1056,73393,15.8
47615,723,47697,23.2
47616,99,28750,42.4
47619,674,57500,15.8
47620,5170,58238,20.9
47630,13680,74469,10.7
47631,817,61637,13.6
47633,1122,50000,22.8
47634,939,50302,18.2
47635,2215,49255,23.5
47637,493,52697,19.3
47638,1448,67125,13
47639,1508,90511,12
47640,387,47176,18.3
47648,1718,59071,13.6
47649,609,65265,10.8
47654,20,45000,20
47660,2048,45867,24.5
47665,1348,50377,19.5
47666,747,39886,25.2
47670,4872,47184,25.2
47683,56,70000,21.5
47708,174,32727,49.4
47710,7963,35762,36.8
47711,13044,50844,21.2
47712,10497,48544,23.4
47713,4435,24947,50
47714,13642,35868,31.8
47715,13149,42251,26.5
47720,6948,60480,20.7
47725,6256,86626,5.7
47802,13395,42001,30.7
47803,8618,48930,20.2
47804,4603,35150,35.7
47805,4810,52727,20.7
47807,4795,20389,55.2
47809,0,-,0
47832,403,51917,12.1
47833,469,57679,4.3
47834,7980,49960,23.9
47836,15,-,0
47837,471,37625,34.7
47838,670,52604,28.2
47840,679,62386,11.4
47841,859,47434,19.5
47842,4143,43295,28.6
47846,177,56172,0
47847,458,55893,13.3
47848,722,46875,21.3
47849,132,52344,13.6
47850,961,54781,24.5
47853,49,53750,12.2
47854,298,64063,21.8
47855,168,37500,35.7
47857,137,48917,19
47858,261,60653,9.2
47859,320,51875,24.4
47861,257,68036,26.9
47862,541,48309,17.2
47866,220,-,46.8
47868,1267,42868,21
47869,45,-,0
47871,76,43750,11.8
47872,2883,45768,25.8
47874,1439,40806,25.7
47876,0,-,0
47879,1211,38250,29
47881,177,50781,18.1
47882,3478,41681,33.8
47884,62,32000,32.2
47885,3533,45972,32.4
47901,1890,34861,40.8
47904,7071,35966,31.7
47905,17103,54757,19.9
47906,23148,44472,35.2
47907,0,-,0
47909,16420,56577,18.8
47917,176,38958,15.4
47918,2497,46034,25.4
47920,907,76142,7.9
47921,429,38229,26.9
47922,566,44250,27
47923,1418,58646,14.1
47924,91,78361,16.5
47925,101,38542,21.8
47926,459,54250,16.8
47928,815,51010,20.3
47929,288,59167,13.6
47930,485,57422,21.2
47932,2111,53972,19.5
47933,11200,52383,21.5
47940,653,54306,10.2
47941,566,50857,20.8
47942,284,52500,14.8
47943,316,76250,0
47944,1470,47685,24.6
47946,935,56737,13.6
47948,561,42125,30
47949,535,51576,16.5
47950,322,56935,10.9
47951,952,50203,23.6
47952,1218,39595,21.8
47954,844,61813,13.1
47955,325,54063,22.1
47957,656,46563,25.3
47958,75,36250,37.4
47959,1000,43920,24.7
47960,6190,48333,19.9
47963,782,48864,14.3
47964,56,36250,32.2
47965,210,63125,12.9
47966,161,55750,12.4
47967,250,42500,16.8
47968,390,61923,10.5
47969,50,63750,16
47970,777,51771,16.5
47971,692,60208,13.6
47974,517,50625,18
47975,337,66513,16.9
47977,872,56471,13.6
47978,4258,56870,18.7
47980,431,58125,20.6
47981,302,90313,17.2
47982,81,45313,14.8
47983,132,60238,6.8
47987,1669,46250,24.1
47989,475,55125,19.4
47990,644,53750,13.5
47991,430,48750,24.7
47992,574,63092,15.9
47993,1461,57039,12.8
47994,161,52344,23.6
47995,648,68654,14.1
47997,51,52083,11.8
48001,5332,55059,19.9
48002,1212,71375,11.4
48003,2337,61671,16.7
48005,2061,71503,12
48006,1466,63750,14.1
48009,8982,114537,7.8
48014,1537,59266,18.4
48015,3618,37958,35.6
48017,5634,62949,15.1
48021,12502,46598,24.9
48022,944,71750,17.3
48023,2021,70372,15.3
48025,5790,119828,8.3
48026,6170,53328,22.4
48027,1237,60644,11
48028,532,54750,18.9
48030,7107,35148,40.9
48032,795,66629,10
48033,7712,47326,26.7
48034,7168,45265,27
48035,14648,46594,24.6
48036,9216,49837,23.1
48038,19853,55567,19.3
48039,3181,50027,19.9
48040,4191,61439,20.4
48041,1708,60612,18.4
48042,10115,91393,6.8
48043,6785,39537,35.6
48044,18863,97735,8.7
48045,11403,58416,19.6
48047,15646,73327,13.2
48048,2545,58339,23.8
48049,2156,57076,17
48050,647,76771,8.1
48051,6150,67477,18.4
48054,2913,66699,18.6
48059,5966,54757,19.3
48060,16393,40061,31.9
48062,3415,65094,17.7
48063,1498,60294,16.3
48064,1483,60853,15.2
48065,4139,75208,12.6
48066,19622,43273,26.4
48067,12370,78412,12.7
48069,1058,102287,7.9
48070,2447,125873,6
48071,12868,46687,27.4
48072,6504,77772,11.6
48073,16196,70350,15.3
48074,3493,57070,20.3
48075,9176,55371,22.6
48076,9832,65344,15.7
48079,4920,67870,15.3
48080,10617,53960,19.3
48081,8911,59767,16.2
48082,7224,56477,16.1
48083,9234,71624,20.2
48084,6613,85726,9.6
48085,8550,107152,6.4
48088,9063,59117,17
48089,12041,35926,33.9
48091,11947,34493,34.6
48092,10428,52755,17.7
48093,9957,49692,20.9
48094,7230,87612,9.8
48095,1983,101056,7.5
48096,1603,63944,13.2
48097,2023,49732,21.9
48098,7123,116924,8.4
48101,10928,69134,14.2
48103,23323,87213,12.4
48104,15925,56881,25.7
48105,14651,66889,22.6
48108,10961,62423,17.9
48109,0,-,0
48111,16465,56662,17.9
48114,7688,92477,9.2
48116,11123,82198,10.6
48117,3715,60346,16.8
48118,4999,78487,8.9
48120,2239,38750,30.3
48122,3769,39056,30
48124,11987,66198,16.1
48125,7663,47891,25.2
48126,12703,31976,40.4
48127,12820,47743,26.1
48128,3885,82737,13.1
48130,5494,101768,8.8
48131,2978,56299,18.2
48133,2259,54856,16.4
48134,7949,68373,15.5
48135,10511,54667,19.4
48137,1939,67875,14.6
48138,4088,100278,8.7
48139,92,44844,0
48140,1235,81348,6.9
48141,9348,32379,40.9
48143,0,-,0
48144,3903,68026,17.3
48145,1284,70417,7.5
48146,14408,42119,29.4
48150,10297,71901,10.9
48152,12466,71717,13.8
48154,14423,79134,11
48157,624,48000,27
48158,2961,72645,13.9
48159,904,69286,12.8
48160,4277,69564,11.3
48161,10529,49627,27.2
48162,11259,52747,22
48164,2965,91788,4
48165,2767,79350,11.5
48166,4143,59983,18
48167,8995,90818,13.2
48168,8022,133040,6.2
48169,8251,78654,10.7
48170,16479,79773,11.6
48173,4708,72702,11.1
48174,11559,47169,26.2
48176,8163,97486,10.4
48177,71,-,35.2
48178,12475,86467,12.6
48179,1402,78710,11.1
48180,23666,44435,27.7
48182,8446,67666,14.6
48183,17378,61479,18
48184,6622,42055,30.9
48185,21584,45558,22.9
48186,13512,47362,24.8
48187,17930,81367,11
48188,14637,93185,8.2
48189,5586,61109,17.8
48190,49,145050,0
48191,1387,68887,7.8
48192,11113,54709,21.5
48193,6194,56057,20.6
48195,12650,51808,22.4
48197,25435,53160,22.9
48198,16021,43901,28.8
48201,8167,14909,65.5
48202,7570,22522,53
48203,9814,20505,57.8
48204,9420,23896,51.9
48205,12916,33540,35
48206,6380,22490,52.3
48207,11453,26380,48
48208,3965,21677,53.7
48209,10125,27811,47.2
48210,9011,28939,40.7
48211,2199,21719,56.2
48212,10952,25144,49.7
48213,8282,21549,55.6
48214,9849,26223,48.4
48215,4855,21771,54.3
48216,2371,25391,49.3
48217,2810,24301,50.9
48218,2821,29671,44.1
48219,19038,31850,42.2
48220,11002,56871,21.1
48221,14866,40518,33.2
48223,9398,33209,39.5
48224,14399,32371,40.2
48225,5389,45856,24.4
48226,3795,47894,31.6
48227,15180,29971,44.6
48228,18744,25028,50
48229,3696,23556,52.2
48230,6450,99668,10
48233,0,-,0
48234,12530,25506,49.2
48235,17293,30030,43
48236,11168,103302,10.3
48237,11601,51498,23.8
48238,10601,23862,51.7
48239,13459,52385,21.6
48240,6819,47487,22.8
48242,0,-,0
48243,0,-,0
48301,5512,139673,5.4
48302,6265,125132,7.5
48304,6379,115313,8.6
48306,9706,140372,5.1
48307,17709,73469,13.8
48309,10925,91947,10.6
48310,14892,57705,17.7
48312,13455,59267,16.7
48313,13172,65423,17.7
48314,8319,66695,16.7
48315,10565,72442,12.7
48316,10633,76953,10.8
48317,11574,57606,16.6
48320,2286,50862,19.4
48322,12434,85855,11.7
48323,6611,114155,6.2
48324,6400,108722,8.1
48326,9351,58913,18.3
48327,9347,53985,21.2
48328,11159,52370,19.4
48329,9859,70537,12.3
48331,8387,103177,8.7
48334,8119,74935,17.3
48335,10642,71134,12.7
48336,11106,58551,19.2
48340,9842,33292,38.2
48341,6593,35818,34.4
48342,6890,25989,49.2
48346,9062,74958,11.3
48348,8554,105249,9.3
48350,2750,79355,9.1
48353,2511,80162,10.4
48356,3322,77022,12.5
48357,3190,79683,11.9
48359,3518,79358,16.4
48360,4253,104389,6.9
48362,5871,87487,10.5
48363,2000,123984,10.6
48367,1728,81838,9.2
48370,690,98235,3.6
48371,8918,80017,12.1
48374,4934,138068,5.9
48375,8549,89939,7.5
48377,7516,61627,16.4
48380,2521,94529,9.4
48381,5432,72293,13.9
48382,8193,100026,8.1
48383,4848,86333,8
48386,6896,77545,11.4
48390,10117,71549,14.6
48393,7160,48868,23
48397,0,-,0
48401,596,43889,31.2
48411,36,-,50
48412,2079,62122,14
48413,2948,46086,26.2
48414,979,53912,11.1
48415,3833,58656,17.1
48416,1837,50293,23
48417,975,56705,22.2
48418,1528,65965,12.1
48419,1027,44583,27.3
48420,8844,51444,19.2
48421,2437,55516,14.7
48422,2674,45417,28.7
48423,13862,50594,21.4
48426,390,46125,23.6
48427,1122,45400,27.8
48428,1853,66250,10.1
48429,3742,47701,26.6
48430,14705,68399,13.7
48432,281,49583,10.7
48433,10203,60680,17.4
48435,680,51293,20.1
48436,1428,70714,14.9
48437,272,53750,38.9
48438,2642,83125,5.9
48439,19281,66508,15
48440,70,67600,0
48441,1689,41191,28.5
48442,7890,66475,16.2
48444,3307,49727,21.9
48445,527,37031,34.1
48446,11864,51647,21.5
48449,1142,47976,17.2
48450,2295,44512,25.5
48451,5244,79009,10.7
48453,1926,40915,31.7
48454,461,48859,19.3
48455,3122,74222,11.1
48456,332,52206,20.8
48457,2980,48137,21.7
48458,7889,33742,38.8
48460,913,65221,14.7
48461,3061,57539,14.7
48462,4926,88133,6.2
48463,1866,53294,14.5
48464,794,57625,13.8
48465,266,41111,22.2
48466,600,48750,23.7
48467,1130,46111,22.4
48468,584,40543,24.2
48469,585,44236,24.1
48470,325,45859,21.2
48471,2237,40676,31
48472,651,48950,21.6
48473,8745,59524,14.7
48475,1039,48021,24.9
48476,193,50625,23.3
48502,138,29118,37.7
48503,11331,26178,48.2
48504,11089,29579,43.8
48505,8621,24042,51.5
48506,11272,37551,36.8
48507,12958,34677,36.2
48509,3758,53580,16.6
48519,3006,46461,27.2
48529,3890,30600,41
48532,8203,40949,28.7
48551,0,-,0
48553,0,-,0
48554,0,-,0
48601,14769,26994,46.9
48602,12003,36631,33.7
48603,11836,50733,18.6
48604,4149,41250,30.7
48607,635,21089,55.9
48609,4988,57402,17.3
48610,1359,39361,32.4
48611,2566,64760,14.2
48612,3979,40264,30.4
48613,387,49688,26.6
48614,563,44353,25.7
48615,1218,45490,31.5
48616,2928,47699,22.2
48617,3428,47048,28
48618,2218,42164,25.2
48619,255,36750,31
48621,494,39300,34.9
48622,2518,44423,24.6
48623,4756,72318,12.4
48624,6635,39947,31
48625,5533,30745,40.7
48626,2289,59558,13
48627,43,52083,9.4
48628,932,51875,21.6
48629,3351,35881,35.9
48630,14,-,0
48631,1747,49438,26.5
48632,2104,35541,31.5
48633,92,36071,16.3
48634,1885,58275,16.6
48635,766,40068,26.2
48636,396,32895,35.3
48637,1263,49680,17.9
48638,5679,45670,23.5
48640,13305,57639,21.8
48642,13149,62628,18.7
48647,1881,36607,35.5
48649,533,50625,20.6
48650,3093,46070,25.7
48651,2416,33312,35.7
48652,639,54896,20
48653,4598,42432,26.2
48654,965,35759,36.9
48655,2440,53000,19.7
48656,1833,32661,35.2
48657,3350,56833,18.6
48658,2140,39048,33.2
48659,1067,42180,30.4
48661,4549,42406,25.7
48662,639,60083,18.9
48667,0,-,0
48701,628,41019,28.5
48703,1490,39262,28.1
48705,290,34219,33.4
48706,16430,47089,23.2
48708,11282,37604,33
48710,0,-,0
48720,439,39479,29.2
48721,243,45774,24.2
48722,1320,53831,14.5
48723,4979,43481,25.7
48724,205,-,51.7
48725,1126,38864,30.9
48726,2290,47500,24.6
48727,445,41319,21.1
48728,140,36944,30.7
48729,607,46339,18.1
48730,2102,42101,26.3
48731,660,39255,27.1
48732,4790,41425,29.7
48733,698,43558,17.4
48734,3176,61689,15.6
48735,458,43929,30.2
48737,587,36771,30
48738,634,42917,26.5
48739,1923,37043,32.8
48740,1044,39792,30
48741,802,40938,28.6
48742,793,41850,26.5
48743,33,35208,30.3
48744,1704,47075,24.8
48745,530,36875,33.2
48746,3302,54107,20.4
48747,636,62500,15.5
48748,896,36583,30.2
48749,443,36094,29.8
48750,3802,42744,27.6
48754,357,47386,25.2
48755,1396,50305,20.1
48756,2016,31144,42.7
48757,1548,53821,17
48759,1397,51525,20.5
48760,512,45600,20.9
48761,472,29470,39
48762,488,54773,27.5
48763,2028,46763,23
48765,323,42292,27.8
48766,545,39639,29.4
48767,798,56447,18.6
48768,3792,40768,29.3
48770,820,38375,30.3
48801,4946,36546,36.3
48806,629,46979,24.2
48807,306,41154,28.2
48808,2321,72534,12.9
48809,4098,47132,26.4
48811,1220,39235,36.5
48813,8200,56525,19.7
48815,837,58295,20.9
48816,33,-,36.4
48817,2399,47159,25.3
48818,1042,36848,25.3
48819,955,60625,15.7
48820,6419,82964,9
48821,2505,66961,13.5
48822,1128,77286,9.9
48823,19816,43986,32.7
48825,0,-,0
48827,6158,60401,14.8
48829,1209,36490,33.7
48831,1375,43659,21.6
48832,556,52628,22.7
48834,761,47330,21.5
48835,1046,70682,13.8
48836,5018,67870,13.7
48837,8018,68104,14
48838,7120,46110,26.7
48840,5830,60563,19.2
48841,284,57813,18
48842,8939,58798,20.6
48843,16776,73240,13.5
48845,375,45568,27.7
48846,6112,44710,26.5
48847,2297,45928,22.8
48848,2989,67601,10.6
48849,2367,52863,19
48850,1659,41039,25.2
48851,867,57321,13.2
48852,57,36875,33.4
48853,260,49286,18.2
48854,7269,67301,10.7
48855,5469,79069,10.2
48856,416,36406,37
48857,977,68087,12.5
48858,17218,38304,36
48860,558,44792,31.5
48861,585,53967,21
48864,9073,82069,16.8
48865,740,40804,27.1
48866,1852,55968,18.9
48867,11263,43388,27.7
48871,711,62566,15.2
48872,2700,64219,15.7
48873,566,62857,15.8
48874,43,32750,46.6
48875,3788,72235,10.9
48876,1573,58891,12.8
48877,931,42264,29.4
48878,571,59191,16.6
48879,6777,57714,16.4
48880,2453,43457,28.9
48881,2362,56700,20.6
48883,2776,52711,19.1
48884,1706,44947,26.1
48885,337,50938,17
48886,818,40063,26.2
48888,2375,48250,22
48889,509,46250,26.9
48890,812,57206,15.5
48891,1133,48950,23.4
48892,1690,67700,13
48893,2103,55675,19.6
48894,615,63646,13.7
48895,4498,90556,9
48896,69,26442,39
48897,549,61354,15.8
48906,10402,42748,29.7
48910,15849,39200,31.2
48911,15806,41127,27.9
48912,7787,40765,29.1
48915,3638,37358,31.5
48917,14636,56011,18.6
48933,1545,19970,52.6
49001,9042,38962,28.3
49002,8311,50771,21.7
49004,6253,55805,16.8
49006,10009,37186,33.2
49007,4364,30711,42.3
49008,6695,51915,22.7
49009,18697,57281,19.9
49010,6755,54619,19.5
49011,808,51786,19.9
49012,1372,61758,17.7
49013,1960,40417,24.4
49014,8364,49048,22.6
