id,state,county,rate
11758,18449,111189,9
11762,7358,124220,6.9
11763,9316,82543,17.7
11764,4187,120063,7
11765,247,206250,7.7
11766,4207,112953,10.3
11767,4996,120230,6.4
11768,7959,122080,10.8
11769,3367,89673,13.1
11770,23,98750,30.4
11771,3649,122589,9.2
11772,17022,70618,19.9
11776,7899,97068,11.7
11777,3421,106840,8.5
11778,4165,93677,11.3
11779,12660,91486,13.7
11780,5410,114423,11.2
11782,5290,108679,10.1
11783,6960,124861,4.6
11784,7981,87379,11
11786,1938,126625,4.6
11787,12006,122917,8.9
11788,5548,108074,7.4
11789,2863,81761,8.4
11790,4529,135197,10.1
11791,8275,163801,6.6
11792,2944,125000,7.2
11793,10385,126875,6.8
11794,0,-,0
11795,7941,111581,8.8
11796,1216,92500,8.1
11797,3022,166949,9.4
11798,3709,75350,17.3
11801,12516,100245,9.6
11803,9632,134375,6.9
11804,1703,112153,12.6
11901,10047,59624,21.2
11930,445,94185,16.2
11931,19,-,0
11932,440,82188,12.8
11933,2970,57933,18.4
11934,2512,100691,5.7
11935,1257,94228,4.9
11937,6488,94612,14.1
11939,431,72566,12.5
11940,1848,102197,10.8
11941,762,106563,8.2
11942,1804,82446,8.7
11944,1726,59254,20.7
11946,5533,78284,14.9
11947,138,-,0
11948,386,84631,7.5
11949,4873,103542,14.1
11950,4674,75093,17.9
11951,4803,66493,14.6
11952,1987,81380,13.6
11953,5201,72635,16.9
11954,1528,87717,12.4
11955,1750,62256,7.8
11956,127,66477,10.3
11957,331,71125,8.1
11958,256,87750,6.3
11959,398,92750,15.6
11960,301,84375,2
11961,5392,61932,20.6
11962,123,118250,8.2
11963,2662,90833,8.8
11964,859,81352,6.7
11965,336,119583,0
11967,7916,82378,12
11968,4469,82809,15.1
11970,89,-,83.1
11971,2673,81654,10.2
11972,457,86083,17.3
11973,0,-,0
11975,111,71875,12.6
11976,889,115875,8.4
11977,817,106354,13.1
11978,1228,84516,13.8
11980,1780,96574,10.7
12007,0,-,0
12008,161,103472,9.3
12009,2953,93975,9.2
12010,11641,49553,26.1
12015,1040,58684,22.3
12017,167,75809,6
12018,2825,91075,8.5
12019,5864,98600,7.9
12020,13235,77157,13.5
12022,418,50833,20.1
12023,777,68807,7.9
12024,0,-,0
12025,2248,66548,16
12027,1466,92159,6.8
12028,317,69338,2.9
12029,400,84342,8.6
12031,84,43125,33.4
12032,382,47738,12.5
12033,3126,73521,7.7
12035,286,35921,26.1
12036,111,41696,29.7
12037,1852,63182,20.3
12040,63,40809,20.6
12041,243,87566,3.3
12042,118,44583,28
12043,3026,48778,25.5
12045,196,51389,9.2
12046,390,82692,9.7
12047,8978,53977,24.3
12051,1405,64777,20.2
12052,716,66579,15.5
12053,1509,85721,7.8
12054,6883,100677,8.7
12056,689,84150,14.5
12057,867,60625,16
12058,591,82768,10.1
12059,646,84091,6.2
12060,636,71500,10.9
12061,3629,82378,5.2
12062,646,72500,15.1
12063,138,81607,0
12064,204,44545,32.9
12065,17591,86892,9.7
12066,771,62284,13.3
12067,598,75909,8.8
12068,1224,58673,26.9
12069,73,38984,37
12070,629,65433,21.5
12071,125,52375,16.8
12072,933,50156,26.1
12074,1223,71314,14.3
12075,1125,61922,18.8
12076,626,57778,19
12077,2489,98716,8.4
12078,10011,40692,31
12083,1438,72035,10.2
12084,2052,64868,11
12085,140,43710,5.7
12086,714,57727,20.3
12087,335,73720,14.4
12089,66,94904,12.1
12090,2482,49444,17.9
12092,342,32692,28.4
12093,674,51316,22.6
12094,915,81850,9.7
12095,4872,51022,20.4
12106,1095,74688,13.2
12108,108,66667,33.3
12110,7618,76652,10.5
12116,822,50278,21.7
12117,1412,55417,16.2
12118,6465,70042,18.3
12120,239,49732,13.8
12121,610,79817,6.4
12122,2061,45188,26.7
12123,2195,82478,8.5
12124,249,98220,4.4
12125,612,54015,18.3
12130,308,-,19.4
12131,39,53750,28.2
12132,127,49395,16.5
12134,1476,53269,19
12136,346,102829,5.5
12137,687,64213,15.5
12138,1357,58036,18.9
12139,59,57750,15.3
12140,631,94226,9.2
12143,2008,55179,17
12144,8918,65591,16.3
12147,231,69375,10
12148,1870,107302,6.3
12149,967,51417,29.3
12150,286,66944,9.4
12151,325,83681,14.8
12153,357,78942,11.5
12154,1059,65890,15.3
12155,731,49250,29.1
12156,385,68393,18
12157,1628,59500,15.2
12158,2601,85458,9.7
12159,3291,86991,8.9
12160,346,66667,15.9
12161,82,78750,0
12164,57,65625,12.4
12165,79,-,27.9
12166,545,44659,24.6
12167,1167,45650,27.6
12168,929,63576,15.8
12169,107,95673,0
12170,1878,66231,13.4
12172,108,46176,25
12173,760,80238,11.9
12174,110,-,22.7
12175,210,50694,26.2
12176,135,75846,6.7
12177,242,58269,8.3
12180,21529,50669,27.2
12182,6206,45281,26.1
12183,1206,49875,17.2
12184,2566,76250,13.3
12185,789,78472,5.7
12186,2471,92852,7.9
12187,199,49732,16.1
12188,4726,65991,14.4
12189,7952,52363,24.6
12190,190,53125,27.9
12192,709,83533,9.1
12193,725,77396,19.5
12194,64,45500,14.1
12195,92,19359,60.9
12196,1211,91699,9.5
12197,886,45488,20.2
12198,2976,82864,7.5
12202,4172,28857,45.3
12203,13576,55817,21.5
12204,3666,50721,24.8
12205,11158,64107,15.1
12206,6147,31812,42.7
12207,915,12396,73.7
12208,9760,60430,22.5
12209,4130,49853,22.5
12210,5192,46712,32.4
12211,4284,100357,9.7
12222,0,-,0
12302,10057,74199,14.9
12303,10369,61916,17.6
12304,8311,48750,22.8
12305,2232,30625,44.5
12306,9015,62977,16.8
12307,1922,22394,52.8
12308,4997,48337,28.8
12309,10356,101594,8.1
12401,14466,51016,25.4
12404,1509,60625,15.3
12405,168,48750,31.5
12406,457,42153,43.3
12407,95,37031,18
12409,313,88906,13.4
12410,256,58000,19.1
12411,130,84474,11.5
12412,259,65676,19.3
12413,1038,38333,36.1
12414,3919,41264,30.1
12416,56,25769,35.7
12417,172,79063,20.4
12418,108,72727,16.7
12419,277,51563,26.7
12420,142,100938,0
12421,159,53942,11.9
12422,130,81000,13.1
12423,421,43789,25
12424,106,68750,16
12427,136,92262,11
12428,2572,46037,20.3
12429,102,88750,0
12430,535,52483,12.6
12431,415,38605,36.6
12432,201,52969,26.8
12433,236,138134,16.6
12434,306,31905,38.5
12435,111,58958,7.2
12436,78,-,0
12438,18,-,0
12439,125,41705,8.8
12440,953,59250,25.1
12441,12,-,0
12442,411,35273,33.1
12443,1597,85781,12.1
12444,250,53750,20
12446,1989,57328,16.5
12448,235,109531,0
12449,1184,44500,21.7
12450,71,-,0
12451,477,64963,14.8
12452,116,29583,41.4
12453,115,35755,0
12454,107,70313,11.2
12455,914,41736,32.4
12456,213,46198,8.5
12457,394,34583,48.7
12458,927,52798,21.7
12459,113,39213,24.8
12460,113,25809,45.2
12461,771,64120,20
12463,571,72125,9
12464,485,40256,32.2
12465,113,57404,15
12466,997,68893,11.8
12468,455,48750,27
12469,270,49500,11.9
12470,147,47375,31.3
12471,86,-,30.2
12472,682,54318,25.6
12473,418,75125,10
12474,524,45486,22.3
12475,127,-,34.6
12477,7410,58478,20.9
12480,303,68472,28
12481,576,56053,24.7
12482,207,41220,8.2
12483,175,-,34.3
12484,1194,60517,14
12485,580,54918,18.3
12486,595,93011,7.5
12487,1347,64699,15.1
12489,134,78649,15.7
12490,13,-,0
12491,643,62868,35.2
12492,132,50455,8.4
12493,144,88173,20.1
12494,322,65913,20.2
12495,134,130750,6
12496,604,57045,24.7
12498,2414,72722,17.1
12501,1047,64250,13.5
12502,476,76034,14.5
12503,265,65104,11.4
12504,46,145833,0
12507,75,73250,13.3
12508,7013,73396,18.8
12512,60,-,0
12513,187,65660,19.8
12514,1190,104621,8.5
12515,566,55976,29.3
12516,661,71435,18.2
12517,216,44833,12.9
12518,2439,76506,10
12520,1073,102386,5.1
12521,614,90046,12.6
12522,1958,51799,17.3
12523,698,75263,9.4
12524,5945,79197,12.8
12525,1132,75167,7.2
12526,1531,74744,13.7
12527,0,-,0
12528,4937,71857,15.3
12529,1101,59375,12.5
12530,89,-,55.1
12531,1076,81860,11.6
12533,8786,101762,9
12534,7726,46508,25.4
12538,4946,73621,14.9
12540,2706,109444,7.1
12542,2324,75000,15.7
12543,1339,61563,20.1
12545,1979,81219,16.4
12546,1217,54931,18.8
12547,1004,78963,14.5
12548,584,55703,22.2
12549,3867,90792,13.1
12550,18777,58534,22.6
12553,9294,73836,12.7
12561,6170,68340,21.5
12563,2238,88438,6.7
12564,2763,84556,15.6
12565,572,39891,36.1
12566,3790,76148,18.7
12567,1248,57727,18.1
12569,4124,80050,13.6
12570,2571,102835,4.4
12571,3991,74142,14.5
12572,3651,79628,15.3
12574,93,-,0
12575,764,101912,2.2
12577,553,126442,3.8
12578,846,102639,14.3
12580,1504,75750,7.4
12581,929,76750,8
12582,1432,103771,7.4
12583,830,74375,13.8
12585,301,110114,17.3
12586,4143,74350,12.4
12589,4825,83143,12.3
12590,12583,84295,10.5
12592,402,53906,15.5
12594,1507,62953,25.1
12601,15874,43802,31.1
12603,15642,80240,10
12604,6,-,0
12701,4153,37767,33.2
12719,506,56923,12.9
12720,120,82560,10.8
12721,1981,64801,12.6
12722,78,73250,0
12723,636,53600,12.9
12724,155,64491,12.9
12725,76,78333,18.4
12726,513,67813,14
12729,842,49091,28.7
12732,348,40625,30.7
12733,322,32188,37
12734,358,73300,13.4
12736,29,-,41.4
12737,648,75488,14.8
12738,159,61830,13.2
12740,632,70608,12.3
12741,120,57857,37.5
12742,35,-,14.3
12743,168,51635,25.6
12745,84,59000,23.9
12746,384,90690,2.3
12747,621,64708,14.1
12748,778,66500,18.8
12749,195,52829,17.9
12750,79,78125,0
12751,299,50288,32.2
12752,120,40000,16.7
12754,2475,37485,37.9
12758,1643,50388,23.9
12759,619,27450,46
12760,213,57560,30.5
12762,224,38571,32.6
12763,219,67734,19.6
12764,737,46736,24.5
12765,368,88553,9.3
12766,142,68661,35.9
12767,39,108250,15.4
12768,338,64278,31.4
12769,116,76250,7.8
12770,109,70703,6.4
12771,5389,52333,24.5
12775,742,94643,8.7
12776,907,53516,20.3
12777,402,80500,12.7
12778,262,-,11.1
12779,635,37900,42.7
12780,850,44412,31.4
12781,53,-,20.8
12783,493,66917,14.4
12784,12,-,58.3
12785,358,50750,20.2
12786,220,49886,23.7
12787,104,58214,17.3
12788,748,58103,11.7
12789,991,45250,28
12790,1740,62391,15.7
12791,236,77600,8.9
12792,62,42813,0
12801,6389,48901,26.5
12803,3581,60371,19.7
12804,10729,70273,12.2
12808,199,62396,10.6
12809,1418,50950,25.5
12810,283,58304,13
12811,18,-,83.3
12812,37,71042,0
12814,582,57857,26.8
12815,440,63036,15.9
12816,1994,53281,25.5
12817,1028,61463,23.4
12819,136,59643,14.7
12821,141,-,22
12822,2366,55263,20.7
12823,151,-,35.8
12824,496,64231,11.8
12827,1435,62404,14.8
12828,3579,50320,21.9
12831,6488,82443,11.3
12832,2698,41635,25.1
12833,1715,80469,13.8
12834,2547,72523,15
12835,1040,55893,18.2
12836,319,58281,16.6
12837,317,60573,12.3
12838,225,59044,9.8
12839,5135,47407,22.2
12841,67,55208,23.9
12842,230,55813,21.4
12843,162,32177,20.4
12844,99,60469,25.3
12845,1996,67278,18.6
12846,1290,53676,13.2
12847,101,55694,22.7
12849,146,66635,0
12850,1248,76316,14.9
12851,135,39792,33.3
12852,224,46500,22.3
12853,661,38813,28.8
12855,116,45000,28.4
12856,50,-,12
12857,199,56875,14.5
12858,41,72188,34.1
12859,861,66250,13.2
12860,259,65286,17.4
12861,296,54333,19.3
12862,6,-,0
12863,275,116125,6.5
12864,26,-,38.5
12865,1608,60172,25.6
12866,17005,77977,15.3
12870,491,48542,21.3
12871,1651,68493,12.6
12872,17,29625,0
12873,345,47917,27
12874,87,71458,9.2
12878,280,51389,20.7
12883,2055,48750,24.4
12884,166,43750,17.5
12885,1829,48264,29.2
12886,86,98571,31.4
12887,1946,44677,27.3
12901,13086,48563,24.4
12903,597,57625,7.5
12910,606,45444,23.8
12911,4,-,0
12912,866,57819,18.5
12913,540,57813,16
12914,353,50938,30.9
12916,804,62549,24.8
12917,587,52171,27.8
12918,890,61886,10.1
12919,1274,35641,32.1
12920,1016,55615,29.4
12921,961,74668,9.5
12922,20,-,20
12923,256,41667,31.6
12924,54,-,0
12926,906,47857,27
12927,103,35625,35.9
12928,741,52878,20
12929,292,46500,17.8
12930,285,48750,19.7
12932,559,47950,20.3
12933,15,-,0
12934,395,43036,33.7
12935,649,49563,22
12936,208,64167,19.8
12937,711,44609,27.2
12939,106,56389,5.6
12941,531,65099,7.3
12942,387,56528,6.2
12943,166,41667,37.3
12944,1676,48000,23.1
12945,209,62303,28.3
12946,2003,60801,17.7
12950,316,68750,12
12952,222,32222,42.8
12953,4820,49561,30
12955,156,62000,15.4
12956,373,57188,23.6
12957,723,39006,39.8
12958,997,50625,22.3
12959,637,37601,31.4
12960,431,79622,8.6
12961,148,28980,30.4
12962,2402,71033,14.2
12964,37,158438,10.8
12965,180,41375,14.4
12966,1070,47500,29.5
12967,423,43950,29.3
12969,233,41058,23.6
12970,142,54167,15.4
12972,2178,67794,13.4
12973,48,61071,18.8
12974,660,51389,28.7
12975,145,-,31.1
12976,102,68750,11.7
12977,36,-,0
12978,144,-,54.1
12979,978,57727,25.2
12980,530,41477,37.7
12981,982,64167,30.7
12983,3384,55365,20.4
12985,569,41312,28.6
12986,2524,54861,14.6
12987,130,32500,31.5
12989,434,66167,15.6
12992,2097,51433,23.5
12993,670,47727,18.7
12996,926,63750,20.6
12997,538,58229,16.9
13020,74,56750,0
13021,16895,48869,24.7
13024,0,-,0
13026,589,62188,14.6
13027,13683,72908,13.9
13028,554,57500,15.9
13029,2842,70443,13.6
13030,1456,62625,14
13031,6350,72334,12.8
13032,4786,57078,17.6
13033,1388,60000,15.2
13034,768,65625,12.7
13035,3194,73750,16.2
13036,3533,53358,19.4
13037,3376,71098,14.9
13039,6641,88233,11.6
13040,1027,49155,21.3
13041,4214,83774,9.4
13042,979,51855,26.4
13044,969,59583,8.2
13045,10738,50042,24.9
13052,597,54375,20.5
13053,1798,66136,18
13054,500,65714,23.4
13057,6113,58788,17.8
13060,1131,69107,16.1
13061,434,68889,11
13063,640,82500,6.5
13064,34,-,26.5
13066,5165,84193,7.8
13068,2204,61761,18
13069,9262,46300,24
13071,353,61607,18.4
13072,250,53000,20.8
13073,2656,58125,18.3
13074,1573,54347,22.5
13076,930,54855,14
13077,2615,60337,15.1
13078,3768,87596,12.1
13080,1363,56226,21.3
13081,446,74250,11.9
13082,1763,72131,15.3
13083,705,63450,23.3
13084,1645,63438,19.5
13087,78,147907,12.8
13088,10282,54647,18.9
13090,12021,71952,14.1
13092,973,66838,12.7
13101,909,63381,15.1
13102,10,-,0
13103,128,67632,42.3
13104,5994,105000,10.6
13108,2436,74490,13.3
13110,949,77431,11.7
13111,617,46685,29.5
13112,698,58500,2.9
13113,89,71094,4.4
13114,2463,59590,19.6
13115,96,50909,20.8
13116,1368,58116,7.4
13117,97,47417,20.6
13118,2130,54901,20
13120,803,65091,15.2
13122,452,78235,22.6
13123,101,55825,0
13124,39,46250,10.2
13126,13550,50104,24.7
13131,1403,56505,18
13132,1490,60185,17
13135,2598,52545,20.6
13136,186,42045,26.4
13138,0,-,0
13140,1793,53598,16.9
13141,250,51154,13.2
13142,2450,46161,21.4
13143,1058,52645,19.1
13144,641,46635,19.2
13145,765,51028,20.3
13146,822,49722,15.2
13147,490,54792,21.1
13148,4495,52331,24.8
13152,3566,85556,14.6
13153,155,43750,6.5
13155,291,51750,23.6
13156,866,58333,18.4
13157,282,41250,22
13158,619,50865,19.7
13159,1957,71659,13.6
13160,776,64405,18.4
13162,140,-,0
13163,147,57917,29.2
13164,808,77083,16.1
13165,4426,51379,22.5
13166,2169,60201,17.5
13167,1310,51154,17.6
13202,2432,15000,63.4
13203,7136,34086,39.8
13204,7920,31735,40.9
13205,7265,30604,43.3
13206,7753,39911,27.9
13207,5190,50464,25.1
13208,8502,35673,35
13209,5676,53054,18.2
13210,8069,27690,48.7
13211,2610,45828,24.4
13212,8599,54610,19.1
13214,2961,72841,14.2
13215,5449,90345,7.9
13219,6371,59485,16.4
13224,3535,53021,22.7
13290,0,-,0
13301,42,76250,21.4
13302,633,49076,23.2
13303,482,66042,10.6
13304,646,75769,16.1
13305,128,47200,0
13308,1204,49000,26.6
13309,2279,53915,24.2
13310,197,45804,35.5
13312,187,49583,10.1
13313,192,40000,33.4
13314,170,41711,13.6
13315,524,56923,14.9
13316,2585,50038,24.1
13317,1518,49609,24.9
13318,462,64274,7.7
13319,292,36600,21.6
13320,858,58182,21.2
13321,516,40694,24.9
13322,432,55938,25.7
13323,4152,61381,17.3
13324,903,43477,27.4
13325,416,50263,16.1
13326,2434,61204,17.7
13327,744,47679,30.8
13328,555,61932,20.3
13329,1647,43810,25.2
13331,87,45250,24.1
13332,1015,50262,22.2
13333,17,33750,29.4
13334,406,62500,12.5
13335,574,59306,12.7
13337,328,69286,27.4
13338,556,50652,23.2
13339,2442,45300,27.8
13340,3203,53831,20.1
13341,53,112891,0
13342,108,70000,0
13343,720,59306,13.5
13345,69,93173,27.5
13346,1742,75690,19.9
13348,541,52235,10.1
13350,4189,46176,28.1
13352,38,-,71.1
13353,9,35625,44.4
13354,1349,78618,8.8
13355,300,58611,14
13357,4298,46283,25
13360,41,54375,14.7
13361,297,63125,10.8
13362,75,-,29.3
13363,886,59840,8.3
13364,63,31650,17.4
13365,3243,50183,26
13367,3086,57679,18.7
13368,481,46920,16
13402,789,52241,21.9
13403,1713,80568,6
13404,77,41250,37.7
13406,282,50700,27
13407,2129,48125,25.2
13408,952,52162,17.8
13409,938,51923,16.3
13410,101,56250,18.8
13411,1337,46286,26.9
13413,6564,68731,14.8
13416,915,53309,22.9
13417,1650,37427,25
13418,100,58750,19
13420,528,53938,9.7
13421,5516,46466,27.8
13424,940,54063,25
13425,880,48000,22.3
13428,639,40625,40.9
13431,676,54091,15.9
13433,675,46314,23.3
13435,110,58000,6.3
13436,30,56250,23.3
13437,172,50833,20.4
13438,1421,51332,17.4
13439,1563,50775,24.7
13440,16678,51580,24.4
13441,18,-,0
13450,31,52396,13
13452,1784,41591,28.5
13454,286,37500,30.7
13456,1594,66049,14.4
13459,903,50943,21.6
13460,1850,44471,27.8
13461,1277,58795,19.4
13464,570,42197,27.4
13468,156,58750,17.3
13469,364,80357,12.6
13470,332,41500,24.9
13471,1264,48782,22.1
13472,32,-,0
13473,243,55625,23
13475,13,-,53.8
13476,1365,64821,23.3
13477,585,47862,12
13478,1195,57721,15
13480,1427,52813,21.9
13483,103,-,16.5
13484,58,-,0
13485,441,39792,30.1
13486,365,56875,22.2
13488,55,50625,18.2
13489,246,51250,24.8
13490,656,62643,20.9
13491,1336,55125,18
13492,5079,59583,14.8
13493,663,50521,23
13494,104,63333,12.5
13495,850,54583,20.2
13501,14293,33710,39.5
13502,12814,41475,31.2
13601,15212,46365,26.4
13602,114,38000,33.3
13603,3278,42864,16.8
13605,1774,50385,24.3
13606,1111,64698,15.7
13607,707,48606,26.3
13608,554,45000,23.3
13612,887,64877,11.4
13613,1079,50262,13.3
13614,91,25625,48.4
13615,451,56250,18.2
13616,789,54432,12.5
13617,3524,57365,20.8
13618,780,52700,18.3
13619,4175,50701,27.2
13620,739,37083,23.3
13621,215,42788,41.8
13622,890,61905,17.4
13623,10,63333,40
13624,2021,65826,19.5
13625,791,56993,21.3
13626,939,48438,24.5
13628,79,44750,26.6
13630,513,51513,29.8
13633,122,69375,16.4
13634,1540,53250,18.7
13635,413,48021,22.7
13636,121,67625,16.5
13637,1828,52379,11.9
13638,145,38920,8.2
13639,106,48750,19.8
13640,196,46667,23.4
13641,34,-,50
13642,3572,40619,30.4
13643,0,-,0
13646,947,45602,26.5
13647,22,-,0
13648,934,44489,24.4
13650,671,60046,17.1
13651,81,105417,3.7
13652,713,58281,22.4
13654,955,51688,24.9
13655,1247,36712,42.5
13656,962,55078,18.9
13658,824,60000,18.2
13660,651,48618,26.3
13661,518,73462,12
13662,7257,47394,29.5
13664,139,68125,13.7
13665,323,63068,26
13666,99,23917,56.6
13667,1181,42917,31.2
13668,1546,51905,17.2
13669,6143,46905,28.3
13670,198,37083,32.3
13672,337,53359,13.7
13673,933,49205,26.4
13674,40,48854,0
13675,54,61548,0
13676,5312,50000,32.1
13677,25,-,0
13678,96,-,0
13679,752,46563,15.5
13680,514,36389,35.2
13681,300,53333,21.6
13682,304,65625,12.2
13684,426,46731,16.9
13685,1009,57212,16.6
13687,189,47292,21.1
13690,328,41591,29.8
13691,1086,58750,19.3
13692,31,57946,12.9
13693,196,45417,21.4
13694,624,70333,23.2
13695,52,100556,5.8
13696,27,-,0
13697,814,39167,37.8
13730,1167,51580,28
13731,441,48681,22.9
13732,2946,81106,10.4
13733,2170,49821,23.9
13734,886,47065,24.5
13736,800,61827,19
13739,326,56818,14.7
13740,230,72500,17
13743,1337,57866,20.1
13744,476,59853,12.6
13746,844,51667,23.2
13748,1379,51875,16.6
13750,409,41583,34.5
13751,50,-,42
13752,343,54583,23.4
13753,1780,52192,27.7
13754,1434,38690,29.7
13755,537,43438,34.6
13756,182,51250,24.7
13757,524,54123,17.4
13760,19116,54972,22.6
13774,60,33750,0
13775,735,52176,14.8
13776,216,55313,27.7
13777,144,63750,13.2
13778,2258,57365,18.7
13780,401,50977,25.6
13782,294,52143,20.7
13783,1069,38625,35.6
13784,41,29712,21.9
13786,186,50625,14.5
13787,1377,44177,29.3
13788,420,49800,22.9
13790,7699,42454,28.2
13794,24,57500,16.7
13795,1470,51987,15
13796,602,61458,19.4
13797,764,49400,17.5
13801,633,37426,32.4
13802,235,59438,5.1
13803,1511,58493,17.8
13804,175,55917,28
13807,514,49667,28.6
13808,570,53095,23.6
13809,703,52734,26.5
13810,497,44489,23.9
13811,1712,59009,16.9
13812,962,56042,20.5
13813,183,50375,19.2
13815,5420,47031,29.3
13820,7508,46659,28.3
13825,1406,53750,17.5
13826,13,-,0
13827,5021,52538,21.7
13830,2174,47679,25.1
13832,231,40313,26.1
13833,1717,55013,19.6
13834,64,71037,10.9
13835,520,50441,24.4
13838,1861,37981,34.2
13839,479,44792,24.2
13841,224,39091,35.7
13842,161,66964,7.5
13843,861,50927,19.2
13844,300,47188,17.6
13845,0,-,0
13846,145,31250,36.5
13847,22,-,0
13849,1764,43821,28.3
13850,8716,62279,17
13856,2577,49201,32.1
13859,114,66250,0
13860,26,83250,0
13861,116,110375,6.9
13862,1694,60950,16.3
13863,220,56667,17.3
13864,485,38695,19.8
13865,2275,67077,16.9
13901,8252,44089,32.3
13902,8,-,0
13903,7726,46021,28.7
13904,3763,47656,27.4
13905,11398,38602,37.3
14001,4070,59197,17
14004,4114,70943,10.5
14005,710,58611,17.4
14006,4279,56855,20.3
14008,522,56691,19.3
14009,2325,46857,26.5
14011,2575,64009,16
14012,905,55856,16.6
14013,731,53272,26.4
14020,9607,50050,24.1
14024,657,59205,15.9
14025,1358,57585,12.5
14026,350,81375,29.7
14028,646,75242,10.3
14030,652,63421,12.7
14031,3954,81452,15.5
14032,2969,106701,5.6
14033,872,84211,13.4
14034,764,59118,24.7
14035,33,70859,15.2
14036,2078,63661,15.6
14037,418,70000,16.3
14039,43,55313,28
14040,839,54119,11.8
14041,60,46389,6.7
14042,1586,42311,30.9
14043,11034,57611,18.2
14047,2577,64485,21.9
14048,6158,36341,34.9
14051,7563,113750,7.4
14052,6664,75388,13.9
14054,562,57679,15.6
14055,568,65321,17.1
14057,3245,70957,14.5
14058,746,63571,14.9
14059,4104,74884,12.3
14060,154,46250,27.2
14061,137,53906,24.1
14062,1290,51341,23
14063,5092,51489,21.4
14065,708,49853,22.6
14066,490,53929,18
14067,2073,53625,11.4
14068,2774,76579,18
14069,362,55278,6.1
14070,2177,38260,30.5
14072,8044,81818,11.8
14075,17906,67063,15.7
14080,1685,65674,17
14081,1336,47805,25.5
14082,216,57857,6.9
14085,2561,82351,4.1
14086,12914,79596,12.4
14091,411,52232,18.3
14092,4862,63545,19.3
14094,20233,53029,20.2
14098,1164,56833,17
14101,661,52736,17.4
14102,467,93558,8.6
14103,4524,45946,28
14105,1754,60486,16.2
14108,2295,57043,17.8
14109,0,-,0
14111,1316,56250,21.2
14112,0,-,0
14113,289,44886,18.7
14120,18727,59802,19
14125,1384,56184,17.3
14126,255,-,43.2
14127,11999,88197,10.7
14129,597,46932,23.3
14130,64,36250,36
14131,2057,71051,13.5
14132,2446,65553,18.4
14134,45,78250,8.9
14135,49,46458,0
14136,2098,51694,23.4
14138,773,48942,23.8
14139,997,82993,14.3
14141,3148,56114,18.4
14143,500,55610,20.4
14145,661,59837,18.1
14150,18762,52783,21.6
14167,702,60714,15.1
14168,13,-,61.5
14169,67,30875,34.3
14170,1032,73873,18
14171,878,50875,10.6
14172,1237,56339,18.9
14173,164,-,10.4
14174,2270,66731,20.3
14201,5614,27369,47.8
14202,1655,44049,27.5
14203,1021,33388,46.7
14204,4125,25267,49.5
14206,8763,37200,34
14207,9507,26448,48
14208,4362,24414,52.2
14209,3836,33327,41.2
14210,6181,37384,32.9
14211,9068,25019,50
14212,4569,23362,51.9
14213,9087,31445,40.8
14214,7824,44310,35.6
14215,16585,35160,39.6
14216,10488,52724,25.7
14217,10752,52551,23
14218,7888,36530,32.7
14219,5300,51972,27.2
14220,9878,50856,23
14221,22869,80558,14.4
14222,6734,52868,22
14223,10091,60149,15.6
14224,17638,63809,16.8
14225,15299,47210,23.1
14226,12466,68810,20.1
14227,10597,52385,20.7
14228,9249,49704,28.4
14261,8,-,37.5
14301,5468,26019,47.8
14302,17,-,52.9
14303,2526,30574,44.6
14304,12824,50754,23.4
14305,6826,35647,36.5
14411,4981,44659,28.8
14414,2963,55775,17.5
14415,76,-,27.6
14416,1427,51827,22.1
14418,523,71458,12.5
14420,7127,56292,24.1
14422,964,62357,16.5
14423,1886,53028,18.9
14424,11911,58233,19.7
14425,4727,67819,12.2
14427,824,55068,20.2
14428,3114,71409,14.3
14432,2307,59006,19.1
14433,1473,55075,14.1
14435,1230,64313,15.9
14437,4129,43570,30.6
14441,148,55833,10.8
14445,3425,50551,20.3
14450,16982,81696,13.8
14454,3321,44916,27.9
14456,7768,45955,25.8
14462,204,59423,11.3
14464,2763,57652,16.4
14466,700,75900,12.4
14467,4026,68974,19.7
14468,6659,71009,9.8
14469,2520,65952,14.7
14470,3216,49881,20.6
14471,990,60478,17.4
14472,3178,85826,14.7
14475,108,66875,13.9
14476,878,53643,13.6
14477,642,62188,19.3
14478,244,86932,6.6
14479,94,56875,17
14480,360,39423,35.3
14481,817,54607,16.9
14482,3509,53083,23.3
14485,1646,56667,16.7
14486,158,62200,7
14487,2356,70250,13.4
14489,2731,49259,26
14502,4204,66887,11.9
14504,781,55598,17.3
14505,2004,65458,14.7
14506,529,129196,6.8
14507,498,60357,21.4
14510,1859,46825,29.3
14511,221,53044,19
14512,1949,55179,17
14513,5827,43037,24.8
14514,2623,62381,18.9
14516,938,58938,18
14517,1247,44243,27.6
14519,5002,61758,14.3
14521,954,48977,22.4
14522,3892,51913,22
14525,994,74074,11.6
14526,8268,82143,12.7
14527,4976,51159,25.9
14529,47,111302,0
14530,2162,52064,21.5
14532,1677,62271,15.1
14533,733,56042,15.5
14534,11997,111420,6.1
14536,251,42813,27.5
14537,55,32708,49.2
14539,59,54306,0
14541,941,61107,17.3
14542,20,-,55
14543,1254,82143,7.7
14544,750,51797,19.7
14545,63,70417,11.1
14546,1872,60000,14.4
14548,1573,61708,19.7
14549,23,-,17.4
14550,705,49408,29.2
14551,2012,47169,22.3
14555,544,40761,25.2
14559,6740,77167,8.9
