intensity,latitude,longitude
920,43.420109,-72.987065
425,43.442986,-73.191086
216,43.365956,-73.228386
292,43.252854,-73.197348
273,43.876421,-73.212536
276,44.76337,-72.316438
453,44.311345,-72.114854
685,44.751643,-72.140274
485,44.439085,-71.826104
60,44.862501,-72.244465
376,44.647727,-72.402091
130,44.676898,-72.362504
841,44.437504,-72.124822
786,44.96721,-72.068265
719,44.9721,-71.986969
299,44.578331,-71.91749
111,44.842157,-71.958546
474,44.511565,-72.266145
156,44.66381,-71.805296
314,44.673683,-72.207014
199,44.60767,-72.288602
182,44.558929,-72.231568
991,44.518714,-72.348965
517,44.800772,-72.290572
493,44.800887,-71.862687
341,44.793437,-72.458451
77,44.541247,-72.014699
240,44.895936,-71.941265
863,44.928911,-72.3127
180,44.558787,-71.816917
725,44.966671,-72.443035
1128,44.80266,-72.103996
113,44.318185,-72.216116
253,44.640739,-72.110885
324,44.665071,-72.035973
169,44.902125,-72.377929
586,44.689305,-71.936955
404,44.868527,-72.048033
269,44.423358,-72.195121
218,44.883474,-72.484958
219,44.709849,-72.246956
10,44.940807,-71.654777
96,45.009587,-71.487927
394,44.935091,-71.588009
96,44.416217,-71.70654
340,44.702095,-71.679481
538,44.483097,-71.720449
63,44.911161,-71.818697
1154,42.024629,-73.309616
0,41.834617,-72.928722
130,42.017229,-73.104821
17,41.865433,-72.927326
505,41.612592,-72.720093
226,42.012137,-73.274264
552,42.00493,-72.9157
645,41.955257,-73.316785
869,41.952698,-73.458626
673,41.969922,-73.178483
0,41.957029,-72.942485
781,42.014741,-72.85926
31,41.8756,-72.96684
1168,41.925197,-72.971286
294,41.974681,-73.007663
659,42.007238,-73.422228
1116,41.860763,-73.449215
572,41.902524,-72.773373
410,41.946484,-72.863185
46,42.026452,-72.980213
1133,42.013241,-72.717313
1199,41.767208,-72.674257
0,41.766607,-72.691149
852,41.79089,-72.12954
484,41.89559,-72.093304
12,41.84487,-71.805029
1050,41.767801,-72.075026
723,41.621212,-72.142609
881,41.732152,-72.157361
367,42.019311,-71.948384
121,41.835236,-71.899848
28,41.69421,-72.100366
189,41.673661,-72.172813
5,41.804414,-72.293165
437,41.94887,-72.08482
201,41.731216,-71.902335
1004,41.544925,-72.173849
22,41.580577,-72.195867
45,41.648508,-72.068444
35,41.464427,-72.149606
82,41.677728,-71.796067
106,41.29406,-72.25395
1031,41.730545,-71.819313
1083,41.563417,-72.051631
1060,41.579192,-71.831228
106,41.741171,-71.913021
10,41.564183,-72.129164
77,41.280247,-71.946653
224,41.351081,-72.420167
33,41.572231,-72.552319
997,41.455968,-72.504214
1179,41.342069,-72.43407
57,41.562682,-72.933236
123,41.51669,-72.553751
108,41.567845,-72.899757
1078,41.510944,-72.443166
487,41.536737,-72.697938
541,41.723731,-73.268144
736,41.520294,-73.361093
696,41.775423,-73.362996
331,41.650558,-73.479353
1033,41.849537,-73.234002
865,41.743606,-73.459799
148,41.673734,-73.245748
752,41.694323,-73.209998
638,41.691307,-73.334403
645,41.713491,-73.111911
823,41.642653,-73.041508
920,41.55553,-73.296024
249,41.674388,-73.493966
