intensity,latitude,longitude
1557,42.832231,-71.759615
5093,42.811092,-71.302688
1663,42.989027,-71.466111
5174,43.082194,-71.446738
4302,42.963734,-71.40035
7752,42.935584,-71.536871
86,43.942835,-71.448115
280,43.336884,-71.273836
1701,43.85544,-71.685492
940,43.36249,-71.55802
419,43.711388,-71.503778
2137,43.202191,-71.696789
48,43.424004,-71.931192
1792,43.204812,-71.348563
3082,43.519499,-71.375838
2599,43.631211,-71.498585
1785,43.717721,-71.369179
853,43.314026,-72.024551
1675,43.417721,-71.990609
984,43.265259,-71.408835
303,43.322168,-71.911456
1598,43.215368,-71.212815
468,43.386099,-71.772917
1118,43.524186,-71.601607
4383,43.170513,-71.417063
1068,43.30893,-71.835506
3211,43.078057,-71.703708
628,43.443284,-71.922446
1732,43.129847,-71.131859
2759,43.133177,-71.537242
580,42.889279,-72.069849
790,42.977339,-71.997821
437,42.948536,-72.068986
3137,42.868369,-71.940102
622,42.892609,-72.390167
605,42.890398,-72.502989
643,42.968075,-72.430856
609,44.163446,-71.693295
287,44.21841,-71.80024
1176,43.076442,-72.395967
614,43.476437,-72.33413
108,43.494319,-72.257433
2090,43.5891,-72.132135
250,43.721023,-72.185207
1159,43.51659,-72.149093
2725,43.673513,-72.191849
4226,43.632568,-72.234816
661,43.816634,-72.094295
547,43.883333,-72.033845
352,43.961851,-72.001293
773,43.560058,-72.299358
10497,43.074812,-70.805443
785,43.512559,-71.294893
2679,42.839113,-71.167192
1608,42.927892,-71.119888
13214,43.190658,-70.887655
601,43.174607,-70.941453
3325,43.117061,-70.918807
3433,43.215566,-71.03898
1052,42.890001,-71.130679
1203,42.903677,-70.99555
178,43.90696,-71.04752
8894,42.97878,-70.97968
1505,43.039732,-70.845622
2569,42.881868,-71.182359
7057,42.939601,-70.836728
896,42.924811,-70.886242
455,44.18762,-71.155763
2324,42.913731,-71.073595
467,43.062147,-70.717071
995,43.463687,-71.15214
540,43.038509,-70.967954
4090,43.070913,-70.946939
1803,42.870369,-71.045915
1752,43.119202,-71.007082
1747,42.979934,-70.829441
3000,42.845597,-71.09326
1020,43.219815,-70.843107
2164,43.008697,-70.758312
2210,42.934018,-71.183605
529,43.895078,-71.189275
1387,43.275384,-71.169956
2747,43.014993,-70.902602
2929,43.603773,-71.177139
970,43.214916,-70.628806
2569,43.146567,-70.774373
3312,43.107836,-70.728714
921,43.086194,-70.686846
668,43.255761,-70.610716
2784,43.230612,-70.752424
4310,43.16646,-70.679004
106,43.444292,-70.34457
237,43.738955,-70.088396
14,43.685927,-70.102982
2240,43.791796,-70.264762
3354,43.844826,-70.089953
6101,43.701353,-70.462982
4972,43.395947,-70.570221
3406,43.429822,-70.474142
118,43.685939,-70.153919
19,44.101552,-70.698919
4370,43.52506,-70.388252
318,43.765547,-69.966981
2112,43.926746,-70.45076
7582,43.589627,-70.366191
1693,43.790591,-69.97153
3533,43.788137,-70.156478
1362,43.846092,-70.241798
4613,43.740472,-70.277172
3733,43.587173,-70.236476
396,43.660278,-70.186053
0,44.263611,-70.49819
1058,44.342427,-69.861935
19,44.560978,-68.672727
3440,44.72898,-68.949964
0,44.901066,-68.668303
301,43.844446,-69.582305
786,44.052277,-69.567522
1035,43.770829,-69.819164
258,43.921687,-69.464934
253,43.871824,-69.558279
0,43.808546,-69.630765
34,43.85215,-69.662201
469,44.467048,-68.086866
55,44.376983,-68.029882
1214,44.402775,-68.568701
346,44.350024,-68.766477
44,44.256442,-68.266458
37,44.422694,-68.506049
42,44.330584,-68.809947
0,44.413835,-68.252076
108,44.292625,-68.722885
531,44.335753,-68.345729
79,44.40825,-68.014884
250,45.067341,-67.149953
116,44.301347,-68.251148
701,44.467462,-68.507329
3,47.453712,-69.222921
351,44.298888,-68.915242
1704,44.316106,-69.025998
110,43.93836,-69.264531
1329,44.180604,-69.122109
24,44.816495,-69.231348
0,44.623994,-70.083293
57,44.686891,-69.643928
0,44.625354,-69.588334
143,43.574523,-72.643233
211,43.457741,-72.493459
424,43.805093,-72.204671
184,43.719447,-72.489225
1255,43.777611,-72.323981
203,43.508851,-72.693755
173,43.637817,-72.427734
